Service Center,County,Initial Services Sought at First Visit,Attended Group Training?,"Total Counseling Time, hrs",Business Status,Impact: Capital Investments,Impact: Created New Jobs,Impact: Revenue Increase,Impact: Started Business,Company's Total employees,"Company's Gross Revenue, $",NAICS code,Ownership Gender,Owner's Hispanic Origin,Owner's Race
"Eastern, Chesapeake",Kent,Counseling,No,4.75,In Business (> 1 year),0,0,0,Not applicable: Already in Business,1,5000,81,Woman-Owned,Non-Hispanic,White/Caucasian
"Eastern, Chesapeake",Talbot,Counseling,No,5.5,Start-up (in bus. < 1 year),0,1,0,Yes,1,0,42,Male-Owned,Non-Hispanic,White/Caucasian
"Eastern, Chesapeake",Talbot,Counseling,No,17,Started with SBDC,1500,1,0,Yes,1,60000,33,Choose not to respond,Non-Hispanic,White/Caucasian
"Eastern, Chesapeake",Caroline,Counseling,No,25.25,Pre-venture/Nascent,0,0,0,No,0,0,48,Choose not to respond,Non-Hispanic,White/Caucasian
"Eastern, Chesapeake",Dorchester,Counseling,No,10.75,Started with SBDC,125000,1,0,Yes,1,60000,45,Choose not to respond,Non-Hispanic,White/Caucasian
"Eastern, Chesapeake",Dorchester,Counseling,No,19.5,Pre-venture/Nascent,0,0,0,No,0,0,45,Choose not to respond,Non-Hispanic,White/Caucasian
"Eastern, Chesapeake",Talbot,Counseling,No,2,Pre-venture/Nascent,0,0,0,No,0,0,72,Choose not to respond,Choose not to respond,White/Caucasian
"Eastern, Chesapeake",Worcester,Counseling,No,3,Pre-venture/Nascent,0,0,0,No,0,0,62,Choose not to respond,Choose not to respond,White/Caucasian
"Eastern, Chesapeake",Dorchester,Counseling,No,6.5,Pre-venture/Nascent,0,0,0,No,0,0,72,Choose not to respond,Non-Hispanic,White/Caucasian
"Eastern, Chesapeake",Kent,Counseling,No,3,Pre-venture/Nascent,0,0,0,No,0,0,71,Choose not to respond,Non-Hispanic,White/Caucasian
"Eastern, Chesapeake",Caroline,Counseling,No,12.75,Pre-venture/Nascent,4500,0,0,No,0,0,61,Choose not to respond,Choose not to respond,White/Caucasian
"Eastern, Chesapeake",Talbot,Counseling,No,3.5,Pre-venture/Nascent,0,0,0,No,0,0,23,Choose not to respond,Non-Hispanic,White/Caucasian
"Eastern, Chesapeake",Queen Annes,Counseling,No,97,In Business (> 1 year),80000,3,30000,Not applicable: Already in Business,5,250000,32,Woman-Owned,Non-Hispanic,White/Caucasian
"Eastern, Chesapeake",Talbot,Counseling,No,22.01666667,Started with SBDC,12000,1,0,Yes,1,60000,62,Choose not to respond,Non-Hispanic,White/Caucasian
"Eastern, Chesapeake",Dorchester,Counseling,No,12.25,Started with SBDC,2200,0,0,Not applicable: Already in Business,1,60000,44,Choose not to respond,Non-Hispanic,White/Caucasian
"Eastern, Chesapeake",Dorchester,Counseling,No,3.25,Pre-venture/Nascent,0,0,0,No,0,0,72,Choose not to respond,Choose not to respond,Black or African American
"Eastern, Chesapeake",Queen Annes,Counseling,No,5.25,Pre-venture/Nascent,0,0,0,No,0,0,44,Choose not to respond,Non-Hispanic,White/Caucasian
"Eastern, Chesapeake",Talbot,Counseling,No,9,Started with SBDC,20000,1,0,Not applicable: Already in Business,1,60000,44,Choose not to respond,Non-Hispanic,White/Caucasian
"Eastern, Chesapeake",Dorchester,Counseling,No,2.75,Pre-venture/Nascent,0,0,0,No,0,0,72,Choose not to respond,Non-Hispanic,Black or African American
"Eastern, Chesapeake",Queen Annes,Counseling,No,10,Pre-venture/Nascent,0,0,0,No,0,0,42,Choose not to respond,Non-Hispanic,Black or African American
"Eastern, Chesapeake",Dorchester,Counseling,No,22,Pre-venture/Nascent,0,0,0,No,0,0,44,Choose not to respond,Non-Hispanic,Black or African American
"Eastern, Chesapeake",Anne Arundel,Counseling,No,6.75,Pre-venture/Nascent,0,0,0,No,0,0,48,Choose not to respond,Non-Hispanic,White/Caucasian
"Eastern, Chesapeake",Dorchester,Counseling,No,3.5,Pre-venture/Nascent,0,0,0,No,0,0,72,Choose not to respond,Non-Hispanic,Black or African American
"Eastern, Chesapeake",Dorchester,Counseling,No,3,Pre-venture/Nascent,0,0,0,No,0,0,45,Choose not to respond,Non-Hispanic,Black or African American
"Eastern, Chesapeake",Caroline,Counseling,No,4.75,Pre-venture/Nascent,0,0,0,No,0,0,45,Choose not to respond,Non-Hispanic,White/Caucasian
"Eastern, Chesapeake",Caroline,Counseling,No,6.75,In Business (> 1 year),0,0,0,Not applicable: Already in Business,75,26000000,32,Male-Owned,Non-Hispanic,White/Caucasian
"Eastern, Chesapeake",Outside of Maryland,Counseling,No,29.767,In Business (> 1 year),18000000,4,900000,Not applicable: Already in Business,4,1000000,53,Male-Owned,Non-Hispanic,White/Caucasian
"Eastern, Chesapeake",Talbot,Counseling,No,2.5,Pre-venture/Nascent,0,0,0,No,0,0,52,Choose not to respond,Non-Hispanic,Black or African American
"Eastern, Chesapeake",Dorchester,Counseling,No,3,In Business (> 1 year),0,0,74000,Not applicable: Already in Business,0,100000,54,Choose not to respond,Non-Hispanic,White/Caucasian
"Eastern, Chesapeake",Talbot,Counseling,No,15,Pre-venture/Nascent,0,0,0,No,0,0,72,Choose not to respond,Non-Hispanic,White/Caucasian
"Eastern, Chesapeake",Queen Annes,Counseling,No,4.25,Pre-venture/Nascent,0,0,0,No,0,0,56,Choose not to respond,Non-Hispanic,White/Caucasian
"Eastern, Chesapeake",Talbot,Counseling,No,4.25,Pre-venture/Nascent,0,0,0,No,0,0,45,Choose not to respond,Non-Hispanic,White/Caucasian
"Eastern, Chesapeake",Dorchester,Counseling,No,18,In Business (> 1 year),578500,8,2250000,Not applicable: Already in Business,18,2300000,33,Male-Owned,Non-Hispanic,White/Caucasian
"Eastern, Chesapeake",Caroline,Counseling,No,7.5,Started with SBDC,0,1,0,Yes,1,60000,54,Choose not to respond,Hispanic,Choose not to respond
"Eastern, Chesapeake",Dorchester,Counseling,No,13.75,In Business (> 1 year),120000,0,0,Not applicable: Already in Business,2,97000,45,Choose not to respond,Non-Hispanic,White/Caucasian
"Eastern, Chesapeake",Caroline,Counseling,No,6,Pre-venture/Nascent,0,0,0,No,0,0,62,Choose not to respond,Choose not to respond,Black or African American
"Eastern, Chesapeake",Queen Annes,Counseling,No,35.5,Started with SBDC,7000,1,0,Yes,1,60000,44,Choose not to respond,Choose not to respond,Black or African American
"Eastern, Chesapeake",Queen Annes,Counseling,No,1,Pre-venture/Nascent,0,0,0,No,0,0,23,Choose not to respond,Non-Hispanic,White/Caucasian
"Eastern, Chesapeake",Queen Annes,Counseling,No,2.75,Pre-venture/Nascent,0,0,0,No,0,0,48,Choose not to respond,Non-Hispanic,White/Caucasian
"Eastern, Chesapeake",Talbot,Counseling,No,1.5,Pre-venture/Nascent,0,0,0,No,0,0,81,Choose not to respond,Hispanic,White/Caucasian
"Eastern, Chesapeake",Caroline,Counseling,No,8.25,Pre-venture/Nascent,0,0,0,No,0,0,45,Choose not to respond,Choose not to respond,Black or African American
"Eastern, Chesapeake",Dorchester,Counseling,No,5.75,Started with SBDC,47000,3,20000,Yes,3,20000,23,Choose not to respond,Choose not to respond,Black or African American
"Eastern, Chesapeake",Dorchester,Counseling,No,2.832999997,Pre-venture/Nascent,0,0,0,No,0,0,72,Choose not to respond,Non-Hispanic,Black or African American
"Eastern, Chesapeake",Talbot,Counseling,No,4.75,Pre-venture/Nascent,0,0,0,No,0,0,81,Choose not to respond,Non-Hispanic,Black or African American
"Eastern, Chesapeake",Anne Arundel,Counseling,No,4.25,Pre-venture/Nascent,0,0,0,No,0,0,72,Choose not to respond,Non-Hispanic,White/Caucasian
"Eastern, Chesapeake",Caroline,Counseling,No,3,Pre-venture/Nascent,0,0,0,No,0,0,54,Choose not to respond,Non-Hispanic,White/Caucasian
"Eastern, Chesapeake",Talbot,Counseling,No,17.583,Pre-venture/Nascent,0,0,0,No,0,0,54,Choose not to respond,Non-Hispanic,White/Caucasian
"Eastern, Chesapeake",Outside of Maryland,Counseling,No,7.5,In Business (> 1 year),0,0,0,Not applicable: Already in Business,1,150000,54,Male-Owned,Non-Hispanic,White/Caucasian
"Eastern, Chesapeake",Caroline,Counseling,No,12,In Business (> 1 year),0,0,0,Not applicable: Already in Business,1,59000,71,Male-Owned,Non-Hispanic,Black or African American
"Eastern, Chesapeake",Kent,Counseling,No,20.5,Started with SBDC,750000,0,0,Yes,7,60000,54,Male-Owned,Non-Hispanic,White/Caucasian
"Eastern, Chesapeake",Kent,Counseling,No,1.25,Pre-venture/Nascent,0,0,0,No,0,0,11,Choose not to respond,Choose not to respond,White/Caucasian
"Eastern, Chesapeake",Talbot,Counseling,No,5.75,Pre-venture/Nascent,0,0,0,No,0,0,23,Choose not to respond,Choose not to respond,White/Caucasian
"Eastern, Chesapeake",Dorchester,Counseling,Yes,21.5,Pre-venture/Nascent,0,0,0,No,0,0,33,Choose not to respond,Non-Hispanic,Asian
"Eastern, Chesapeake",Dorchester,Counseling,No,3.75,Pre-venture/Nascent,0,0,0,No,0,0,72,Choose not to respond,Non-Hispanic,White/Caucasian
"Eastern, Chesapeake",Talbot,Counseling,No,3.25,Pre-venture/Nascent,0,0,0,No,0,0,81,Choose not to respond,Non-Hispanic,White/Caucasian
"Eastern, Chesapeake",Queen Annes,Counseling,No,6.75,Pre-venture/Nascent,0,0,0,No,0,0,48,Choose not to respond,Non-Hispanic,Black or African American
"Eastern, Chesapeake",Talbot,Counseling,No,167.6833344,Pre-venture/Nascent,0,0,0,No,0,0,33,Choose not to respond,Non-Hispanic,White/Caucasian
"Eastern, Chesapeake",Queen Annes,Counseling,No,28.75,Pre-venture/Nascent,0,0,0,No,0,0,23,Choose not to respond,Non-Hispanic,White/Caucasian
"Eastern, Chesapeake",Talbot,Counseling,No,1.75,Pre-venture/Nascent,0,0,0,No,0,0,54,Choose not to respond,Choose not to respond,Black or African American
"Eastern, Chesapeake",Caroline,Counseling,No,21.25,Pre-venture/Nascent,0,0,0,No,0,0,81,Choose not to respond,Choose not to respond,Black or African American
"Eastern, Chesapeake",Dorchester,Counseling,No,17.25,Pre-venture/Nascent,4500,0,0,No,0,0,61,Choose not to respond,Choose not to respond,Black or African American
"Eastern, Chesapeake",Queen Annes,Counseling,No,9.25,Pre-venture/Nascent,0,0,0,No,0,0,23,Choose not to respond,Choose not to respond,Black or African American
"Eastern, Chesapeake",Dorchester,Counseling,Yes,1.75,Pre-venture/Nascent,0,0,0,No,0,0,72,Choose not to respond,Non-Hispanic,Black or African American
"Eastern, Chesapeake",Dorchester,Counseling,No,3,Pre-venture/Nascent,0,0,0,No,0,0,45,Choose not to respond,Choose not to respond,White/Caucasian
"Eastern, Chesapeake",Talbot,Counseling,No,2.75,Pre-venture/Nascent,0,0,0,No,0,0,54,Choose not to respond,Choose not to respond,White/Caucasian
"Eastern, Chesapeake",Dorchester,Counseling,No,26.5,Started with SBDC,58000,3,32734,Yes,4,32734,33,Choose not to respond,Non-Hispanic,White/Caucasian
"Eastern, Chesapeake",Queen Annes,Counseling,No,3.25,Pre-venture/Nascent,0,0,0,No,0,0,45,Choose not to respond,Non-Hispanic,White/Caucasian
"Eastern, Chesapeake",Talbot,Counseling,No,17.25,Started with SBDC,55000,2,0,Yes,2,60000,71,Choose not to respond,Non-Hispanic,White/Caucasian
"Eastern, Chesapeake",Caroline,Counseling,No,26.5,Pre-venture/Nascent,0,0,0,No,0,0,62,Choose not to respond,Non-Hispanic,Black or African American
"Eastern, Chesapeake",Caroline,Counseling,No,2.5,Pre-venture/Nascent,0,0,0,No,0,0,81,Choose not to respond,Non-Hispanic,Black or African American
"Eastern, Chesapeake",Dorchester,Counseling,No,3,Pre-venture/Nascent,0,0,0,No,0,0,49,Male-Owned,Non-Hispanic,Black or African American
"Eastern, Chesapeake",Anne Arundel,Counseling,No,6.25,Pre-venture/Nascent,0,0,0,No,0,0,42,Choose not to respond,Choose not to respond,Black or African American
"Eastern, Chesapeake",Kent,Counseling,No,3,Pre-venture/Nascent,0,0,0,No,0,0,81,Choose not to respond,Choose not to respond,Black or African American
"Eastern, Chesapeake",Kent,Counseling,No,5.25,Pre-venture/Nascent,4500,0,0,No,0,0,81,Choose not to respond,Non-Hispanic,Black or African American
"Eastern, Chesapeake",Dorchester,Counseling,No,3.25,Pre-venture/Nascent,0,0,0,No,0,0,56,Choose not to respond,Non-Hispanic,White/Caucasian
"Eastern, Chesapeake",Dorchester,Counseling,No,3.25,Pre-venture/Nascent,0,0,0,No,0,0,45,Choose not to respond,Non-Hispanic,White/Caucasian
"Eastern, Chesapeake",Dorchester,Counseling,No,10,Pre-venture/Nascent,0,0,0,No,0,0,33,Choose not to respond,Non-Hispanic,White/Caucasian
"Eastern, Chesapeake",Dorchester,Counseling,No,4.75,Pre-venture/Nascent,0,0,0,No,0,0,45,Choose not to respond,Choose not to respond,White/Caucasian
"Eastern, Chesapeake",Dorchester,Counseling,No,10.25,Pre-venture/Nascent,0,0,0,No,0,0,56,Choose not to respond,Non-Hispanic,White/Caucasian
"Eastern, Chesapeake",Talbot,Counseling,No,3,Pre-venture/Nascent,0,0,0,No,0,0,23,Choose not to respond,Non-Hispanic,White/Caucasian
"Eastern, Chesapeake",Dorchester,Counseling,No,8.25,Started with SBDC,350000,3,0,Yes,3,60000,23,Choose not to respond,Non-Hispanic,White/Caucasian
"Eastern, Chesapeake",Dorchester,Counseling,No,9.25,Pre-venture/Nascent,0,0,0,No,0,0,56,Choose not to respond,Non-Hispanic,White/Caucasian
"Eastern, Chesapeake",Caroline,Counseling,No,7.25,Pre-venture/Nascent,0,0,0,No,0,0,72,Choose not to respond,Non-Hispanic,Black or African American
"Eastern, Chesapeake",Dorchester,Counseling,No,4,Pre-venture/Nascent,0,0,0,No,0,0,72,Choose not to respond,Non-Hispanic,Black or African American
"Eastern, Chesapeake",Talbot,Counseling,No,5.75,Pre-venture/Nascent,0,0,0,No,0,0,31,Choose not to respond,Non-Hispanic,White/Caucasian
"Eastern, Chesapeake",Talbot,Counseling,No,4,Pre-venture/Nascent,0,0,0,No,0,0,54,Choose not to respond,Non-Hispanic,White/Caucasian
"Eastern, Chesapeake",Talbot,Counseling,No,10.25,Pre-venture/Nascent,0,0,0,No,0,0,81,Choose not to respond,Non-Hispanic,White/Caucasian
"Eastern, Chesapeake",Caroline,Counseling,No,7.5,Pre-venture/Nascent,0,0,0,No,0,0,81,Choose not to respond,Non-Hispanic,White/Caucasian
"Eastern, Chesapeake",Caroline,Counseling,No,4.5,Pre-venture/Nascent,0,0,0,No,0,0,45,Choose not to respond,Non-Hispanic,White/Caucasian
"Eastern, Chesapeake",Caroline,Training,No,2.75,Pre-venture/Nascent,0,0,0,No,0,0,54,Choose not to respond,Non-Hispanic,White/Caucasian
"Eastern, Chesapeake",Kent,Counseling,No,42,Started with SBDC,215000,3,0,Yes,3,60000,42,Choose not to respond,Choose not to respond,Black or African American
"Eastern, Chesapeake",Dorchester,Counseling,No,3.25,Pre-venture/Nascent,0,0,0,No,0,0,54,Choose not to respond,Choose not to respond,White/Caucasian
"Eastern, Chesapeake",Kent,Counseling,No,13,Pre-venture/Nascent,0,0,0,No,0,0,42,Choose not to respond,Non-Hispanic,White/Caucasian
"Eastern, Chesapeake",Talbot,Counseling,Yes,5,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
"Eastern, Chesapeake",Dorchester,Counseling,No,2.25,Pre-venture/Nascent,0,0,0,No,0,0,45,Choose not to respond,Choose not to respond,Black or African American
"Eastern, Chesapeake",Dorchester,Counseling,No,13.5,Started with SBDC,0,4,0,Yes,4,60000,81,Choose not to respond,Non-Hispanic,White/Caucasian
"Eastern, Chesapeake",Dorchester,Counseling,No,3,Pre-venture/Nascent,0,0,0,No,0,0,72,Choose not to respond,Non-Hispanic,White/Caucasian
"Eastern, Chesapeake",Kent,Counseling,No,7.5,Pre-venture/Nascent,0,0,0,No,0,0,31,Woman-Owned,Non-Hispanic,White/Caucasian
"Eastern, Chesapeake",Talbot,Counseling,No,10.5,Pre-venture/Nascent,0,0,0,No,0,0,45,Choose not to respond,Choose not to respond,Black or African American
"Eastern, Chesapeake",Caroline,Counseling,No,2.75,Pre-venture/Nascent,0,0,0,No,0,0,48,Choose not to respond,Choose not to respond,Black or African American
"Eastern, Chesapeake",Talbot,Counseling,No,5.5,Pre-venture/Nascent,0,0,0,No,0,0,56,Choose not to respond,Non-Hispanic,Black or African American
"Eastern, Chesapeake",Kent,Counseling,No,13.5,Pre-venture/Nascent,0,0,0,No,0,0,81,Choose not to respond,Non-Hispanic,Black or African American
"Eastern, Chesapeake",Dorchester,Counseling,No,5,Pre-venture/Nascent,0,0,0,No,0,0,31,Choose not to respond,Choose not to respond,Choose not to respond
"Eastern, Chesapeake",Kent,Counseling,No,5.75,Pre-venture/Nascent,0,0,0,No,0,0,23,Choose not to respond,Non-Hispanic,White/Caucasian
"Eastern, Chesapeake",Queen Annes,Counseling,No,3.75,Started with SBDC,0,0,0,Not applicable: Already in Business,1,60000,23,Male-Owned,Non-Hispanic,White/Caucasian
"Eastern, Chesapeake",Queen Annes,Counseling,No,11.75,Pre-venture/Nascent,0,0,0,No,0,0,31,Woman-Owned,Choose not to respond,Choose not to respond
"Eastern, Chesapeake",Talbot,Counseling,No,13,Started with SBDC,40342,1,0,Yes,1,60000,44,Choose not to respond,Non-Hispanic,Black or African American
"Eastern, Chesapeake",Talbot,Counseling,No,10,Pre-venture/Nascent,0,0,0,No,0,0,72,Choose not to respond,Choose not to respond,Choose not to respond
"Eastern, Chesapeake",Talbot,Counseling,No,7.75,Pre-venture/Nascent,0,0,0,No,0,0,22,Choose not to respond,Non-Hispanic,White/Caucasian
"Eastern, Chesapeake",Dorchester,Counseling,No,5.25,Pre-venture/Nascent,0,0,0,No,0,0,72,Choose not to respond,Non-Hispanic,White/Caucasian
"Eastern, Chesapeake",Talbot,Counseling,No,6.75,Pre-venture/Nascent,0,0,0,No,0,0,81,Male-Owned,Choose not to respond,Choose not to respond
"Eastern, Chesapeake",Queen Annes,Counseling,No,5,Pre-venture/Nascent,0,0,0,No,0,0,62,Choose not to respond,Non-Hispanic,White/Caucasian
"Eastern, Chesapeake",Frederick,Counseling,No,5.082999997,Pre-venture/Nascent,0,0,0,No,0,0,53,Choose not to respond,Non-Hispanic,White/Caucasian
"Eastern, Chesapeake",Dorchester,Counseling,No,19.75,Started with SBDC,5500,1,0,Yes,1,60000,45,Choose not to respond,Non-Hispanic,White/Caucasian
"Eastern, Chesapeake",Queen Annes,Counseling,No,1.5,Pre-venture/Nascent,0,0,0,No,0,0,52,Choose not to respond,Non-Hispanic,White/Caucasian
"Eastern, Chesapeake",Talbot,Counseling,No,6.25,Pre-venture/Nascent,0,0,0,No,0,0,48,Choose not to respond,Non-Hispanic,Black or African American
"Eastern, Chesapeake",Dorchester,Counseling,No,3.75,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Non-Hispanic,White/Caucasian
"Eastern, Chesapeake",Dorchester,Counseling,No,2.75,Pre-venture/Nascent,0,0,0,No,0,0,31,Choose not to respond,Choose not to respond,White/Caucasian
"Eastern, Chesapeake",Talbot,Training,Yes,14.41666666,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
"Eastern, Chesapeake",Dorchester,Counseling,No,3.5,Pre-venture/Nascent,0,0,0,No,0,0,45,Choose not to respond,Non-Hispanic,White/Caucasian
"Eastern, Chesapeake",Talbot,Counseling,No,12.75,Pre-venture/Nascent,0,0,0,No,0,0,45,Choose not to respond,Non-Hispanic,White/Caucasian
"Eastern, Chesapeake",Talbot,Counseling,No,3.75,Pre-venture/Nascent,0,0,0,No,0,0,31,Woman-Owned,Non-Hispanic,White/Caucasian
"Eastern, Chesapeake",Caroline,Counseling,No,9.25,Pre-venture/Nascent,0,0,0,No,0,0,11,Choose not to respond,Choose not to respond,White/Caucasian
"Eastern, Chesapeake",Kent,Counseling,No,3.5,Pre-venture/Nascent,0,0,0,No,0,0,31,Choose not to respond,Non-Hispanic,White/Caucasian
"Eastern, Chesapeake",Dorchester,Counseling,No,5,Pre-venture/Nascent,0,0,0,No,0,0,48,Choose not to respond,Non-Hispanic,Native American
"Eastern, Chesapeake",Talbot,Counseling,No,2.75,Pre-venture/Nascent,0,0,0,No,0,0,62,Woman-Owned,Non-Hispanic,White/Caucasian
"Eastern, Chesapeake",Caroline,Counseling,No,3,In Business (> 1 year),0,0,0,Not applicable: Already in Business,1,50000,81,Male-Owned,Non-Hispanic,White/Caucasian
"Eastern, Chesapeake",Dorchester,Counseling,No,36.51666667,Pre-venture/Nascent,0,0,0,No,0,0,56,Male-Owned,Non-Hispanic,White/Caucasian
"Eastern, Chesapeake",Queen Annes,Counseling,No,27,In Business (> 1 year),84000,0,0,Not applicable: Already in Business,4,280000,52,Woman-Owned,Non-Hispanic,White/Caucasian
"Eastern, Chesapeake",Talbot,Counseling,No,3.5,Pre-venture/Nascent,0,0,0,No,0,0,33,Woman-Owned,Non-Hispanic,White/Caucasian
"Eastern, Chesapeake",Talbot,Counseling,No,2.75,Pre-venture/Nascent,0,0,0,No,0,0,23,Male-Owned,Non-Hispanic,White/Caucasian
"Eastern, Chesapeake",Queen Annes,Counseling,No,5.5,Pre-venture/Nascent,0,0,0,No,0,0,62,Male-Owned,Non-Hispanic,White/Caucasian
"Eastern, Chesapeake",Caroline,Counseling,No,10.25,In Business (> 1 year),0,0,0,Not applicable: Already in Business,1,100000,48,Male-Owned,Hispanic,Choose not to respond
"Eastern, Chesapeake",Caroline,Counseling,No,9.5,Pre-venture/Nascent,0,0,0,No,0,0,81,Male-Owned,Choose not to respond,White/Caucasian
"Eastern, Chesapeake",Dorchester,Counseling,No,3.25,Pre-venture/Nascent,0,0,0,No,0,0,53,Male-Owned,Non-Hispanic,White/Caucasian
